     0.000 D | <> Log initialized.
    29.549 D | Downloading  "https://resources.download.minecraft.net/58/58df3bb172e31b3e9df0aba6670f6f373bb44f6b"
    29.573 D | Download succeeded: "https://resources.download.minecraft.net/f1/f1da5b3e56b590255d076e0e51eb08f587b7e8cd"
    29.573 D | Task "Net::Download(0x24f445893c0)" starting for the first time
    29.574 D | Downloading  "https://resources.download.minecraft.net/c3/c35193da8c9f0b0ccd1080bee591c645a8c4ef3c"
    29.577 D | Download succeeded: "https://resources.download.minecraft.net/0a/0a4f809f76e084a1119d306aefa4c6b7f8ab3bfa"
    29.578 D | Download succeeded: "https://resources.download.minecraft.net/2d/2db61f629e4433bcc711d2f1946e1c519b6626bb"
    29.579 D | Download succeeded: "https://resources.download.minecraft.net/8b/8bbd0445ea883d487838a4ba5efeda4d5612d593"
    29.581 D | Download succeeded: "https://resources.download.minecraft.net/5d/5d1047ea9d5a37a9b6568a5027d809fdbd3bba8c"
    29.581 D | Task "Net::Download(0x24f44588580)" starting for the first time
    29.582 D | Downloading  "https://resources.download.minecraft.net/84/84275725de6e8b6a1cb6d6c2bb89011f9352d13a"
    29.582 D | Task "Net::Download(0x24f44588c40)" starting for the first time
    29.582 D | Downloading  "https://resources.download.minecraft.net/75/7536d1640c5ada4b4174adb964c3f5cea1e3a45e"
    29.583 D | Task "Net::Download(0x24f445872c0)" starting for the first time
    29.583 D | Downloading  "https://resources.download.minecraft.net/41/41b34f9f38ee827e734a6a2b6f9e80fc2c83d43d"
    29.583 D | Task "Net::Download(0x24f44588400)" starting for the first time
    29.583 D | Downloading  "https://resources.download.minecraft.net/61/6136234d8e72559e13a8a9a022e35084bb6acabe"
    29.595 D | Download succeeded: "https://resources.download.minecraft.net/58/58df3bb172e31b3e9df0aba6670f6f373bb44f6b"
    29.596 D | Task "Net::Download(0x24f44588640)" starting for the first time
    29.596 D | Downloading  "https://resources.download.minecraft.net/d4/d4f4e49b8135bcd9e016f694d7e11661edc239e3"
    29.598 D | Download succeeded: "https://resources.download.minecraft.net/c3/c35193da8c9f0b0ccd1080bee591c645a8c4ef3c"
    29.598 D | Task "Net::Download(0x24f445896c0)" starting for the first time
    29.598 D | Downloading  "https://resources.download.minecraft.net/94/9462b6e6f844fad8b35a4dda3650c2800cde4f05"
    29.618 D | Download succeeded: "https://resources.download.minecraft.net/41/41b34f9f38ee827e734a6a2b6f9e80fc2c83d43d"
    29.619 D | Download succeeded: "https://resources.download.minecraft.net/61/6136234d8e72559e13a8a9a022e35084bb6acabe"
    29.620 D | Download succeeded: "https://resources.download.minecraft.net/84/84275725de6e8b6a1cb6d6c2bb89011f9352d13a"
    29.623 D | Download succeeded: "https://resources.download.minecraft.net/75/7536d1640c5ada4b4174adb964c3f5cea1e3a45e"
    29.623 D | Task "Net::Download(0x24f44589300)" starting for the first time
    29.624 D | Downloading  "https://resources.download.minecraft.net/cd/cd1363565b25051f483e785868da63f554c58618"
    29.624 D | Task "Net::Download(0x24f44589240)" starting for the first time
    29.625 D | Downloading  "https://resources.download.minecraft.net/68/688d0bc3a3d615bb967507b671a6aadd159aea14"
    29.625 D | Task "Net::Download(0x24f44587d40)" starting for the first time
    29.625 D | Downloading  "https://resources.download.minecraft.net/98/9848ce82408c4fadae882b1a6e9ef3e3558806d8"
    29.626 D | Task "Net::Download(0x24f44587680)" starting for the first time
    29.626 D | Downloading  "https://resources.download.minecraft.net/4a/4a9076788d0ba64842998377ff5f86583c491b02"
    29.648 D | Download succeeded: "https://resources.download.minecraft.net/d4/d4f4e49b8135bcd9e016f694d7e11661edc239e3"
    29.648 D | Task "Net::Download(0x24f44587800)" starting for the first time
    29.648 D | Downloading  "https://resources.download.minecraft.net/76/76331f2c718b54bc1829239910fd616496ef66fa"
    29.653 D | Download succeeded: "https://resources.download.minecraft.net/94/9462b6e6f844fad8b35a4dda3650c2800cde4f05"
    29.654 D | Task "Net::Download(0x24f44588ac0)" starting for the first time
    29.654 D | Downloading  "https://resources.download.minecraft.net/bc/bca1e85a68ebf6d8bf4a9964c801c4cec3f60339"
    29.669 D | Download succeeded: "https://resources.download.minecraft.net/cd/cd1363565b25051f483e785868da63f554c58618"
    29.670 D | Download succeeded: "https://resources.download.minecraft.net/68/688d0bc3a3d615bb967507b671a6aadd159aea14"
    29.671 D | Download succeeded: "https://resources.download.minecraft.net/98/9848ce82408c4fadae882b1a6e9ef3e3558806d8"
    29.672 D | Download succeeded: "https://resources.download.minecraft.net/4a/4a9076788d0ba64842998377ff5f86583c491b02"
    29.673 D | Task "Net::Download(0x24f44589e40)" starting for the first time
    29.673 D | Downloading  "https://resources.download.minecraft.net/cc/cc4e64704a88ae4712727641b637f9b9e06ccb4e"
    29.673 D | Task "Net::Download(0x24f44587140)" starting for the first time
    29.674 D | Downloading  "https://resources.download.minecraft.net/db/dbfbaa340a65cb737fedc1ad92ff7829402180bf"
    29.674 D | Task "Net::Download(0x24f445887c0)" starting for the first time
    29.675 D | Downloading  "https://resources.download.minecraft.net/2c/2c96e0bf52d5516d8a2f37e7864e78567be9d603"
    29.675 D | Task "Net::Download(0x24f44588f40)" starting for the first time
    29.675 D | Downloading  "https://resources.download.minecraft.net/f2/f29b1768f0f22338e0d26b5b08df674106c1f80c"
    29.679 D | Download succeeded: "https://resources.download.minecraft.net/76/76331f2c718b54bc1829239910fd616496ef66fa"
    29.679 D | Task "Net::Download(0x24f44589000)" starting for the first time
    29.680 D | Downloading  "https://resources.download.minecraft.net/a6/a6aa2ed9fcc8a2adbaa5017165ad5842166a425e"
    29.707 D | Download succeeded: "https://resources.download.minecraft.net/bc/bca1e85a68ebf6d8bf4a9964c801c4cec3f60339"
    29.709 D | Download succeeded: "https://resources.download.minecraft.net/db/dbfbaa340a65cb737fedc1ad92ff7829402180bf"
    29.710 D | Download succeeded: "https://resources.download.minecraft.net/2c/2c96e0bf52d5516d8a2f37e7864e78567be9d603"
    29.711 D | Download succeeded: "https://resources.download.minecraft.net/cc/cc4e64704a88ae4712727641b637f9b9e06ccb4e"
    29.712 D | Download succeeded: "https://resources.download.minecraft.net/f2/f29b1768f0f22338e0d26b5b08df674106c1f80c"
    29.713 D | Task "Net::Download(0x24f44588100)" starting for the first time
    29.713 D | Downloading  "https://resources.download.minecraft.net/a2/a284c13a5838a192794ed6ff6057b8ea5c0d194d"
    29.713 D | Task "Net::Download(0x24f44588880)" starting for the first time
    29.714 D | Downloading  "https://resources.download.minecraft.net/32/32d3a54692e377bb8d93bb99652bf98c6cc2a92d"
    29.714 D | Task "Net::Download(0x24f44589780)" starting for the first time
    29.714 D | Downloading  "https://resources.download.minecraft.net/66/66cf90407f224d31f97d4653801600b248d5f9ea"
    29.714 D | Task "Net::Download(0x24f44588d00)" starting for the first time
    29.715 D | Downloading  "https://resources.download.minecraft.net/8e/8e3863780fa9f93c57cb9e5cff49e9bb131c3db6"
    29.715 D | Task "Net::Download(0x24f44587380)" starting for the first time
    29.715 D | Downloading  "https://resources.download.minecraft.net/96/9644482546af4c4db515cbd4aa84f7cfe3f47ee7"
    29.739 D | Download succeeded: "https://resources.download.minecraft.net/a6/a6aa2ed9fcc8a2adbaa5017165ad5842166a425e"
    29.739 D | Task "Net::Download(0x24f44588b80)" starting for the first time
    29.739 D | Downloading  "https://resources.download.minecraft.net/b7/b708034df8191167193a196ea4013a59b479825a"
    29.776 D | Download succeeded: "https://resources.download.minecraft.net/a2/a284c13a5838a192794ed6ff6057b8ea5c0d194d"
    29.777 D | Download succeeded: "https://resources.download.minecraft.net/66/66cf90407f224d31f97d4653801600b248d5f9ea"
    29.778 D | Download succeeded: "https://resources.download.minecraft.net/8e/8e3863780fa9f93c57cb9e5cff49e9bb131c3db6"
    29.780 D | Download succeeded: "https://resources.download.minecraft.net/96/9644482546af4c4db515cbd4aa84f7cfe3f47ee7"
    29.780 D | Task "Net::Download(0x24f44587200)" starting for the first time
    29.781 D | Downloading  "https://resources.download.minecraft.net/e1/e18ee0849c7dcb939ebde484d58c0cdc07f2cfe2"
    29.781 D | Task "Net::Download(0x24f445890c0)" starting for the first time
    29.781 D | Downloading  "https://resources.download.minecraft.net/dd/ddcbad0eef2d0a7f1d851420523c39a087112511"
    29.782 D | Task "Net::Download(0x24f445875c0)" starting for the first time
    29.782 D | Downloading  "https://resources.download.minecraft.net/fe/feead7dc67afd76dd37a422211c720d11b87519b"
    29.782 D | Task "Net::Download(0x24f44589480)" starting for the first time
    29.783 D | Downloading  "https://resources.download.minecraft.net/08/08b857951ccd88ebf0d67794786210bc0810f790"
    29.797 D | Download succeeded: "https://resources.download.minecraft.net/b7/b708034df8191167193a196ea4013a59b479825a"
    29.797 D | Task "Net::Download(0x24f445878c0)" starting for the first time
    29.798 D | Downloading  "https://resources.download.minecraft.net/cf/cf86c52dfa367eee1332d38e1335c889cc50587f"
    29.824 D | Download succeeded: "https://resources.download.minecraft.net/08/08b857951ccd88ebf0d67794786210bc0810f790"
    29.825 D | Task "Net::Download(0x24f44588dc0)" starting for the first time
    29.825 D | Downloading  "https://resources.download.minecraft.net/ab/ab5eae5941f7143aa93ce5a8f9442bb874676556"
    29.827 D | Download succeeded: "https://resources.download.minecraft.net/fe/feead7dc67afd76dd37a422211c720d11b87519b"
    29.827 D | Task "Net::Download(0x24f44587a40)" starting for the first time
    29.828 D | Downloading  "https://resources.download.minecraft.net/42/426c2a45f8a439b7f07ada33a688f8a57e807492"
    29.829 D | Download succeeded: "https://resources.download.minecraft.net/dd/ddcbad0eef2d0a7f1d851420523c39a087112511"
    29.830 D | Download succeeded: "https://resources.download.minecraft.net/e1/e18ee0849c7dcb939ebde484d58c0cdc07f2cfe2"
    29.831 D | Task "Net::Download(0x24f44587b00)" starting for the first time
    29.831 D | Downloading  "https://resources.download.minecraft.net/6f/6f55b9599af65593bc5bc3e85e427f2c8a77b0a0"
    29.832 D | Task "Net::Download(0x24f44587980)" starting for the first time
    29.832 D | Downloading  "https://resources.download.minecraft.net/2c/2cfb20018ff44543303434a9727170ad94559fac"
    29.845 D | Download succeeded: "https://resources.download.minecraft.net/cf/cf86c52dfa367eee1332d38e1335c889cc50587f"
    29.845 D | Task "Net::Download(0x24f44587bc0)" starting for the first time
    29.846 D | Downloading  "https://resources.download.minecraft.net/fc/fce3f3ce004f8658189b66f1b1e6c87e86e72a7b"
    29.850 D | Download succeeded: "https://resources.download.minecraft.net/ab/ab5eae5941f7143aa93ce5a8f9442bb874676556"
    29.851 D | Task "Net::Download(0x24f44587c80)" starting for the first time
    29.851 D | Downloading  "https://resources.download.minecraft.net/d8/d88b4c715b1efabd3524bd64061e2456ca30d8b7"
    29.865 D | Download succeeded: "https://resources.download.minecraft.net/6f/6f55b9599af65593bc5bc3e85e427f2c8a77b0a0"
    29.867 D | Download succeeded: "https://resources.download.minecraft.net/2c/2cfb20018ff44543303434a9727170ad94559fac"
    29.867 D | Task "Net::Download(0x24f44589cc0)" starting for the first time
    29.867 D | Downloading  "https://resources.download.minecraft.net/6b/6bd573793439abb44d50b4148912f66128edb683"
    29.868 D | Task "Net::Download(0x24f44588e80)" starting for the first time
    29.868 D | Downloading  "https://resources.download.minecraft.net/9b/9b12952ba2da3d9727579f99614858a291fdd1d1"
    29.870 D | Download succeeded: "https://resources.download.minecraft.net/42/426c2a45f8a439b7f07ada33a688f8a57e807492"
    29.871 D | Task "Net::Download(0x24f44589180)" starting for the first time
    29.871 D | Downloading  "https://resources.download.minecraft.net/7f/7fbd5a8249d438fd06898c38454d1f3911a72722"
    29.874 D | Download succeeded: "https://resources.download.minecraft.net/fc/fce3f3ce004f8658189b66f1b1e6c87e86e72a7b"
    29.875 D | Task "Net::Download(0x24f44589540)" starting for the first time
    29.875 D | Downloading  "https://resources.download.minecraft.net/49/49c71e06621ad56f69e99e0bbb9e82c37b8d8580"
    29.894 D | Download succeeded: "https://resources.download.minecraft.net/d8/d88b4c715b1efabd3524bd64061e2456ca30d8b7"
    29.895 D | Task "Net::Download(0x24f44587e00)" starting for the first time
    29.896 D | Downloading  "https://resources.download.minecraft.net/3f/3f2e554955be100d7f28c074586b764710330b8c"
    29.897 D | Download succeeded: "https://resources.download.minecraft.net/6b/6bd573793439abb44d50b4148912f66128edb683"
    29.899 D | Download succeeded: "https://resources.download.minecraft.net/9b/9b12952ba2da3d9727579f99614858a291fdd1d1"
    29.900 D | Download succeeded: "https://resources.download.minecraft.net/7f/7fbd5a8249d438fd06898c38454d1f3911a72722"
    29.901 D | Task "Net::Download(0x24f44587f80)" starting for the first time
    29.901 D | Downloading  "https://resources.download.minecraft.net/1c/1c3e5d6ccda1ebf90bd3cbdbfb385fb43601d464"
    29.901 D | Task "Net::Download(0x24f44589600)" starting for the first time
    29.902 D | Downloading  "https://resources.download.minecraft.net/04/04933f2f39e339e7ba0db0c21812cb9ff9bdce8c"
    29.902 D | Task "Net::Download(0x24f44589f00)" starting for the first time
    29.902 D | Downloading  "https://resources.download.minecraft.net/71/71462d1281c3f2e6ecbd0a2cf55b31b8d7f2798d"
    30.156 D | Download succeeded: "https://resources.download.minecraft.net/49/49c71e06621ad56f69e99e0bbb9e82c37b8d8580"
    30.157 D | Download succeeded: "https://resources.download.minecraft.net/1c/1c3e5d6ccda1ebf90bd3cbdbfb385fb43601d464"
    30.159 D | Download succeeded: "https://resources.download.minecraft.net/04/04933f2f39e339e7ba0db0c21812cb9ff9bdce8c"
    30.160 D | Download succeeded: "https://resources.download.minecraft.net/71/71462d1281c3f2e6ecbd0a2cf55b31b8d7f2798d"
    30.162 D | Download succeeded: "https://resources.download.minecraft.net/3f/3f2e554955be100d7f28c074586b764710330b8c"
    30.163 D | Task "Net::Download(0x24f445899c0)" starting for the first time
    30.163 D | Downloading  "https://resources.download.minecraft.net/ac/ac95dc01a3ce7dffb0d55283a1236196b07cf6ee"
    30.164 D | Task "Net::Download(0x24f44589900)" starting for the first time
    30.164 D | Downloading  "https://resources.download.minecraft.net/76/7663355cd3c9734cde0fbfecd7bd44ffc5a5d507"
    30.164 D | Task "Net::Download(0x24f44589840)" starting for the first time
    30.165 D | Downloading  "https://resources.download.minecraft.net/f1/f18e291d84d108d02fa1170e1ccaedafdfb922f5"
    30.165 D | Task "Net::Download(0x24f445881c0)" starting for the first time
    30.166 D | Downloading  "https://resources.download.minecraft.net/18/186362097c9552903943d8d37a1e3b974e4aa618"
    30.166 D | Task "Net::Download(0x24f44588040)" starting for the first time
    30.166 D | Downloading  "https://resources.download.minecraft.net/c8/c8fe82b865263c952ba1730d63320783a66d35ae"
    30.188 D | Download succeeded: "https://resources.download.minecraft.net/ac/ac95dc01a3ce7dffb0d55283a1236196b07cf6ee"
    30.188 D | Task "Net::Download(0x24f44589a80)" starting for the first time
    30.189 D | Downloading  "https://resources.download.minecraft.net/f5/f5cffe472a3f7cd5beb131936026e4c194972d99"
    30.231 D | Download succeeded: "https://resources.download.minecraft.net/76/7663355cd3c9734cde0fbfecd7bd44ffc5a5d507"
