     0.000 D | <> Log initialized.
    28.042 D | Download succeeded: "https://resources.download.minecraft.net/a3/a321b775f190bddfa3a2bb393f653b7a324d35cc"
    28.044 D | Download succeeded: "https://resources.download.minecraft.net/18/18a0bafb39a86b9c32e8efe3658a8d111e5492ea"
    28.045 D | Task "Net::Download(0x2914659e330)" starting for the first time
    28.045 D | Downloading  "https://resources.download.minecraft.net/81/813ebd91b9c3fe1ac8f89f13c85d0755678f2165"
    28.046 D | Task "Net::Download(0x2914659dbb0)" starting for the first time
    28.046 D | Downloading  "https://resources.download.minecraft.net/bc/bc28801224a0aa77fdc93bb7c6c94beacdf77331"
    28.046 D | Task "Net::Download(0x2914659da30)" starting for the first time
    28.047 D | Downloading  "https://resources.download.minecraft.net/76/76de0a736928eac5003691d73bdc2eda92116198"
    28.047 D | Task "Net::Download(0x2914659e570)" starting for the first time
    28.047 D | Downloading  "https://resources.download.minecraft.net/5c/5c971029d9284676dce1dda2c9d202f8c47163b2"
    28.076 D | Download succeeded: "https://resources.download.minecraft.net/22/227ab99bf7c6cf0b2002e0f7957d0ff7e5cb0c96"
    28.076 D | Task "Net::Download(0x2914659c6b0)" starting for the first time
    28.077 D | Downloading  "https://resources.download.minecraft.net/b8/b88cafe403394cdcd4de0e3aeb7b76f24170c6fe"
    28.110 D | Download succeeded: "https://resources.download.minecraft.net/5c/5c971029d9284676dce1dda2c9d202f8c47163b2"
    28.112 D | Download succeeded: "https://resources.download.minecraft.net/81/813ebd91b9c3fe1ac8f89f13c85d0755678f2165"
    28.113 D | Download succeeded: "https://resources.download.minecraft.net/0f/0f58866321e3000bf611fa2820f21e390a004696"
    28.114 D | Download succeeded: "https://resources.download.minecraft.net/bc/bc28801224a0aa77fdc93bb7c6c94beacdf77331"
    28.115 D | Download succeeded: "https://resources.download.minecraft.net/76/76de0a736928eac5003691d73bdc2eda92116198"
    28.115 D | Task "Net::Download(0x2914659f170)" starting for the first time
    28.116 D | Downloading  "https://resources.download.minecraft.net/d6/d6212a1d5feb88d76b9a83ce5a27ab4e6d4c20bb"
    28.116 D | Task "Net::Download(0x2914659f0b0)" starting for the first time
    28.116 D | Downloading  "https://resources.download.minecraft.net/a4/a47adece748059294c5f563c0fcac02fa0e4bab4"
    28.117 D | Task "Net::Download(0x2914659e870)" starting for the first time
    28.117 D | Downloading  "https://resources.download.minecraft.net/c1/c109b985a7e6d5d3828c92e00aefa49deca0eb8c"
    28.117 D | Task "Net::Download(0x2914659e6f0)" starting for the first time
    28.118 D | Downloading  "https://resources.download.minecraft.net/ac/ac7a7c8d106e26abc775b1b46150c083825d8ddc"
    28.118 D | Task "Net::Download(0x2914659e630)" starting for the first time
    28.119 D | Downloading  "https://resources.download.minecraft.net/1d/1d761cb3bcb45498719e4fba0751e1630e134f1a"
    28.145 D | Download succeeded: "https://resources.download.minecraft.net/b8/b88cafe403394cdcd4de0e3aeb7b76f24170c6fe"
    28.145 D | Task "Net::Download(0x2914659c830)" starting for the first time
    28.145 D | Downloading  "https://resources.download.minecraft.net/fd/fd446ad40d24edfe4fb789a6065276e164ea4b61"
    28.180 D | Download succeeded: "https://resources.download.minecraft.net/a4/a47adece748059294c5f563c0fcac02fa0e4bab4"
    28.181 D | Download succeeded: "https://resources.download.minecraft.net/ac/ac7a7c8d106e26abc775b1b46150c083825d8ddc"
    28.182 D | Download succeeded: "https://resources.download.minecraft.net/d6/d6212a1d5feb88d76b9a83ce5a27ab4e6d4c20bb"
    28.183 D | Download succeeded: "https://resources.download.minecraft.net/c1/c109b985a7e6d5d3828c92e00aefa49deca0eb8c"
    28.185 D | Download succeeded: "https://resources.download.minecraft.net/1d/1d761cb3bcb45498719e4fba0751e1630e134f1a"
    28.185 D | Task "Net::Download(0x2914659fcb0)" starting for the first time
    28.186 D | Downloading  "https://resources.download.minecraft.net/bd/bd1750c016f6bab40934eff0b0fb64c41c86e44b"
    28.186 D | Task "Net::Download(0x291465a0070)" starting for the first time
    28.187 D | Downloading  "https://resources.download.minecraft.net/98/9813c8185197f4a4296649f27a9d738c4a6dfc78"
    28.187 D | Task "Net::Download(0x2914659f6b0)" starting for the first time
    28.187 D | Downloading  "https://resources.download.minecraft.net/e9/e9a1caaddcde79cdac7aa8eabde50d4cfd1bc578"
    28.187 D | Task "Net::Download(0x2914659f8f0)" starting for the first time
    28.188 D | Downloading  "https://resources.download.minecraft.net/f7/f78ede81160002fc0561218c7ecd97e91cccab7c"
    28.188 D | Task "Net::Download(0x2914659c8f0)" starting for the first time
    28.188 D | Downloading  "https://resources.download.minecraft.net/3f/3fee58d7b2c99ddbce962618176637574ae8d67b"
    28.214 D | Download succeeded: "https://resources.download.minecraft.net/fd/fd446ad40d24edfe4fb789a6065276e164ea4b61"
    28.214 D | Task "Net::Download(0x2914659fe30)" starting for the first time
    28.214 D | Downloading  "https://resources.download.minecraft.net/ab/ab07279288fa49215bada5c17627e6a54ad0437c"
    28.248 D | Download succeeded: "https://resources.download.minecraft.net/bd/bd1750c016f6bab40934eff0b0fb64c41c86e44b"
    28.249 D | Download succeeded: "https://resources.download.minecraft.net/e9/e9a1caaddcde79cdac7aa8eabde50d4cfd1bc578"
    28.250 D | Download succeeded: "https://resources.download.minecraft.net/98/9813c8185197f4a4296649f27a9d738c4a6dfc78"
    28.252 D | Download succeeded: "https://resources.download.minecraft.net/3f/3fee58d7b2c99ddbce962618176637574ae8d67b"
    28.253 D | Download succeeded: "https://resources.download.minecraft.net/f7/f78ede81160002fc0561218c7ecd97e91cccab7c"
    28.254 D | Task "Net::Download(0x2914659f2f0)" starting for the first time
    28.254 D | Downloading  "https://resources.download.minecraft.net/fc/fc1cc25f6808340610f2556745662bb16d426327"
    28.255 D | Task "Net::Download(0x2914659f5f0)" starting for the first time
    28.255 D | Downloading  "https://resources.download.minecraft.net/fe/fee15c18c2a51afebbc2c7579437525f5d0fdbb1"
    28.255 D | Task "Net::Download(0x2914659f530)" starting for the first time
    28.256 D | Downloading  "https://resources.download.minecraft.net/8d/8d3d6a13305ec2aa63065b8fd72953e0fbc06348"
    28.256 D | Task "Net::Download(0x2914659fa70)" starting for the first time
    28.256 D | Downloading  "https://resources.download.minecraft.net/9f/9fd6d2c633d276b952f2ff2aaa1fa7e5fb5efd2a"
    28.256 D | Task "Net::Download(0x2914659fef0)" starting for the first time
    28.257 D | Downloading  "https://resources.download.minecraft.net/a4/a474236fb0c75bd65a6010e87dbc000d345fc185"
    28.284 D | Download succeeded: "https://resources.download.minecraft.net/ab/ab07279288fa49215bada5c17627e6a54ad0437c"
    28.284 D | Task "Net::Download(0x2914659ffb0)" starting for the first time
    28.284 D | Downloading  "https://resources.download.minecraft.net/aa/aa83c9d0c1198899f9e8dc3fa45c8d27760d2310"
    28.318 D | Download succeeded: "https://resources.download.minecraft.net/a4/a474236fb0c75bd65a6010e87dbc000d345fc185"
    28.319 D | Download succeeded: "https://resources.download.minecraft.net/9f/9fd6d2c633d276b952f2ff2aaa1fa7e5fb5efd2a"
    28.320 D | Download succeeded: "https://resources.download.minecraft.net/fe/fee15c18c2a51afebbc2c7579437525f5d0fdbb1"
    28.321 D | Download succeeded: "https://resources.download.minecraft.net/fc/fc1cc25f6808340610f2556745662bb16d426327"
    28.322 D | Download succeeded: "https://resources.download.minecraft.net/8d/8d3d6a13305ec2aa63065b8fd72953e0fbc06348"
    28.322 D | Task "Net::Download(0x2914659f470)" starting for the first time
    28.323 D | Downloading  "https://resources.download.minecraft.net/22/22a383d9c22342305a4f16fec0bb479a885f8da2"
    28.323 D | Task "Net::Download(0x2914659f9b0)" starting for the first time
    28.323 D | Downloading  "https://resources.download.minecraft.net/4a/4a2e3795ffd4d3aab0834b7e41903af3a8f7d197"
    28.324 D | Task "Net::Download(0x2914659f830)" starting for the first time
    28.324 D | Downloading  "https://resources.download.minecraft.net/6c/6c4603afe9498f3d5f25b01f3f28807b3184fa83"
    28.324 D | Task "Net::Download(0x2914659f770)" starting for the first time
    28.325 D | Downloading  "https://resources.download.minecraft.net/e3/e376c227976d305aaa1ede9ad04ff02c4325f03f"
    28.325 D | Task "Net::Download(0x2914659fd70)" starting for the first time
    28.325 D | Downloading  "https://resources.download.minecraft.net/77/773b5282fa8c170f6966f3d7330d6c000e43e293"
    28.352 D | Download succeeded: "https://resources.download.minecraft.net/aa/aa83c9d0c1198899f9e8dc3fa45c8d27760d2310"
    28.352 D | Task "Net::Download(0x2914659fb30)" starting for the first time
    28.352 D | Downloading  "https://resources.download.minecraft.net/a5/a533e7ae975e62592de868e0d0572778614bd587"
    28.386 D | Download succeeded: "https://resources.download.minecraft.net/e3/e376c227976d305aaa1ede9ad04ff02c4325f03f"
    28.388 D | Download succeeded: "https://resources.download.minecraft.net/4a/4a2e3795ffd4d3aab0834b7e41903af3a8f7d197"
    28.389 D | Download succeeded: "https://resources.download.minecraft.net/22/22a383d9c22342305a4f16fec0bb479a885f8da2"
    28.389 D | Download succeeded: "https://resources.download.minecraft.net/6c/6c4603afe9498f3d5f25b01f3f28807b3184fa83"
    28.391 D | Download succeeded: "https://resources.download.minecraft.net/77/773b5282fa8c170f6966f3d7330d6c000e43e293"
    28.391 D | Task "Net::Download(0x291461dd260)" starting for the first time
    28.392 D | Downloading  "https://resources.download.minecraft.net/95/95a838ca62b92af6d3325caab5a7609e5ca4d90a"
    28.392 D | Task "Net::Download(0x291461df7e0)" starting for the first time
    28.392 D | Downloading  "https://resources.download.minecraft.net/df/df000a6b325049bd86b78627a25cf551f779bba6"
    28.393 D | Task "Net::Download(0x2914659f3b0)" starting for the first time
    28.393 D | Downloading  "https://resources.download.minecraft.net/c4/c4810a3de80cb57f9cdf8deaacfd36cb619cdf0b"
    28.394 D | Task "Net::Download(0x2914659fbf0)" starting for the first time
    28.394 D | Downloading  "https://resources.download.minecraft.net/48/48dd05ab2e4626d74206c2b09a628a3d59ce15e9"
    28.394 D | Task "Net::Download(0x2914659f230)" starting for the first time
    28.394 D | Downloading  "https://resources.download.minecraft.net/d5/d5218034051a13322d7b5efc0b5a9af739615f04"
    28.420 D | Download succeeded: "https://resources.download.minecraft.net/a5/a533e7ae975e62592de868e0d0572778614bd587"
    28.420 D | Task "Net::Download(0x291461debe0)" starting for the first time
    28.421 D | Downloading  "https://resources.download.minecraft.net/bf/bffc19231be5589d395bb9d215d7595864511f92"
    28.455 D | Download succeeded: "https://resources.download.minecraft.net/95/95a838ca62b92af6d3325caab5a7609e5ca4d90a"
    28.456 D | Download succeeded: "https://resources.download.minecraft.net/df/df000a6b325049bd86b78627a25cf551f779bba6"
    28.457 D | Download succeeded: "https://resources.download.minecraft.net/48/48dd05ab2e4626d74206c2b09a628a3d59ce15e9"
    28.458 D | Download succeeded: "https://resources.download.minecraft.net/c4/c4810a3de80cb57f9cdf8deaacfd36cb619cdf0b"
    28.460 D | Download succeeded: "https://resources.download.minecraft.net/d5/d5218034051a13322d7b5efc0b5a9af739615f04"
    28.460 D | Task "Net::Download(0x291461de520)" starting for the first time
    28.461 D | Downloading  "https://resources.download.minecraft.net/de/de199b6c6f0f5ce2f653273d43f57979ee31c395"
    28.461 D | Task "Net::Download(0x291461df8a0)" starting for the first time
    28.461 D | Downloading  "https://resources.download.minecraft.net/0a/0a417ba6a01b0552e7d15f5ef175ee9037405e58"
    28.461 D | Task "Net::Download(0x291461df720)" starting for the first time
    28.462 D | Downloading  "https://resources.download.minecraft.net/59/5973ab489e78ff58ffaf41225778758a1582c540"
    28.462 D | Task "Net::Download(0x291461df4e0)" starting for the first time
    28.463 D | Downloading  "https://resources.download.minecraft.net/98/984fad4c4bedd2f882778b8b406ba66f4f61a530"
    28.463 D | Task "Net::Download(0x291461dd320)" starting for the first time
    28.463 D | Downloading  "https://resources.download.minecraft.net/8a/8a79e5e2770cbfc9758f1a71df1f80c3d00a8f93"
    28.489 D | Download succeeded: "https://resources.download.minecraft.net/bf/bffc19231be5589d395bb9d215d7595864511f92"
    28.489 D | Task "Net::Download(0x291461dfd20)" starting for the first time
    28.490 D | Downloading  "https://resources.download.minecraft.net/20/20c0daaed4cc2a8b4dee028c8c85185e1322b003"
    28.524 D | Download succeeded: "https://resources.download.minecraft.net/de/de199b6c6f0f5ce2f653273d43f57979ee31c395"
    28.525 D | Download succeeded: "https://resources.download.minecraft.net/59/5973ab489e78ff58ffaf41225778758a1582c540"
    28.527 D | Download succeeded: "https://resources.download.minecraft.net/0a/0a417ba6a01b0552e7d15f5ef175ee9037405e58"
    28.528 D | Download succeeded: "https://resources.download.minecraft.net/98/984fad4c4bedd2f882778b8b406ba66f4f61a530"
    28.529 D | Download succeeded: "https://resources.download.minecraft.net/8a/8a79e5e2770cbfc9758f1a71df1f80c3d00a8f93"
    28.529 D | Task "Net::Download(0x291461de9a0)" starting for the first time
    28.530 D | Downloading  "https://resources.download.minecraft.net/cb/cb017131516de9359cb81fb991f5b3694044f8db"
    28.530 D | Task "Net::Download(0x291461df060)" starting for the first time
    28.531 D | Downloading  "https://resources.download.minecraft.net/59/594be3eaea9a2b92095eeeb3b1e01e755dcb8ce2"
    28.531 D | Task "Net::Download(0x291461defa0)" starting for the first time
    28.532 D | Downloading  "https://resources.download.minecraft.net/7f/7f9bcd1e3a182da70b32881a7fe92dc17d531824"
    28.532 D | Task "Net::Download(0x291461dfc60)" starting for the first time
    28.532 D | Downloading  "https://resources.download.minecraft.net/3c/3c7e76b2eabe4f1199b94d308f1c763ccceac76c"
    28.532 D | Task "Net::Download(0x291461dd7a0)" starting for the first time
    28.533 D | Downloading  "https://resources.download.minecraft.net/89/8989609f97122d2624e7db821e45e8da2352b025"
    28.558 D | Download succeeded: "https://resources.download.minecraft.net/20/20c0daaed4cc2a8b4dee028c8c85185e1322b003"
    28.558 D | Task "Net::Download(0x291461df360)" starting for the first time
    28.559 D | Downloading  "https://resources.download.minecraft.net/9a/9aa4cb9f9b429ef69a8e2ce7f2b9b96be3be540b"
    28.594 D | Download succeeded: "https://resources.download.minecraft.net/cb/cb017131516de9359cb81fb991f5b3694044f8db"
    28.595 D | Download succeeded: "https://resources.download.minecraft.net/89/8989609f97122d2624e7db821e45e8da2352b025"
    28.596 D | Download succeeded: "https://resources.download.minecraft.net/59/594be3eaea9a2b92095eeeb3b1e01e755dcb8ce2"
    28.597 D | Download succeeded: "https://resources.download.minecraft.net/7f/7f9bcd1e3a182da70b32881a7fe92dc17d531824"
    28.598 D | Download succeeded: "https://resources.download.minecraft.net/3c/3c7e76b2eabe4f1199b94d308f1c763ccceac76c"
    28.599 D | Task "Net::Download(0x291461dd620)" starting for the first time
    28.599 D | Downloading  "https://resources.download.minecraft.net/18/1839f16d9f22dc6f3844cf45ab4a01ac57a325da"
    28.599 D | Task "Net::Download(0x291461dd860)" starting for the first time
    28.600 D | Downloading  "https://resources.download.minecraft.net/f1/f1c9fec519bfb3a4943103c7335c65a51fa86a51"
    28.600 D | Task "Net::Download(0x291461ddaa0)" starting for the first time
    28.601 D | Downloading  "https://resources.download.minecraft.net/d4/d4e1e3a15d5e0c5e84575489b12916e928dba852"
    28.601 D | Task "Net::Download(0x291461ddda0)" starting for the first time
